Previous,Current,HighestNext,CurrentProb,HighestProb,IsSame
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_227,M_Under30_206,0.24579945799457995,0.2899728997289973,False
M_Under30_227,M_Under30_168,M_Under30_227Rx,0.0011876624216554368,0.23752072529720958,False
M_Under30_168,M_Under30_227,M_Under30_227,0.3021978021978022,0.3021978021978022,True
M_Under30_227,M_Under30_170,M_Under30_227Rx,0.008983901882621324,0.23752072529720958,False
M_Under30_170,M_Under30_227,M_Under30_227,0.3289332857652515,0.3289332857652515,True
M_Under30_227,M_Under30_227,M_Under30_227Rx,0.19555273338742488,0.23752072529720958,False
M_Under30_227,M_Under30_237,M_Under30_227Rx,0.013381780552909773,0.23752072529720958,False
M_Under30_237,M_Under30_206,M_Under30_227,0.08531109685695959,0.23059653624118023,False
M_Under30_206,M_Under30_234,M_Under30_206,0.036720867208672084,0.2899728997289973,False
M_Under30_234,M_Under30_206,M_Under30_234,0.06307798481711525,0.23754313319530712,False
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_233,M_Under30_206,0.08089430894308942,0.2899728997289973,False
M_Under30_233,M_Under30_237,M_Under30_233,0.0034067622950819674,0.4317879098360656,False
M_Under30_237,M_Under30_206,M_Under30_227,0.08531109685695959,0.23059653624118023,False
M_Under30_206,M_Under30_227,M_Under30_206,0.24579945799457995,0.2899728997289973,False
M_Under30_227,M_Under30_206,M_Under30_227Rx,0.042932232687762376,0.23752072529720958,False
M_Under30_206,M_Under30_206,M_Under30_206,0.2899728997289973,0.2899728997289973,True
M_Under30_206,M_Under30_87999,M_Under30_206,0.0006775067750677507,0.2899728997289973,False
M_Under30_87999,M_Under30_227,M_Under30_227,0.6666666666666666,0.6666666666666666,True
M_Under30_227,M_Under30_206,M_Under30_227Rx,0.042932232687762376,0.23752072529720958,False
M_Under30_206,M_Under30_227,M_Under30_206,0.24579945799457995,0.2899728997289973,False
M_Under30_227,M_Under30_206,M_Under30_227Rx,0.042932232687762376,0.23752072529720958,False
M_Under30_206,M_Under30_220,M_Under30_206,0.004336043360433604,0.2899728997289973,False
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_220,M_Under30_220,0.34721307155092895,0.34721307155092895,True
M_Under30_220,M_Under30_227,M_Under30_220,0.21491632626169455,0.34721307155092895,False
M_Under30_227,M_Under30_226,M_Under30_227Rx,0.03350148751778554,0.23752072529720958,False
M_Under30_226,M_Under30_227,M_Under30_227,0.24961553248750482,0.24961553248750482,True
M_Under30_227,M_Under30_240,M_Under30_227Rx,0.011582648369609953,0.23752072529720958,False
M_Under30_240,M_Under30_99285,M_Under30_240,0.0015929908403026682,0.25965750696933493,False
M_Under30_99285,M_Under30_145,M_Under30_227,0.0065116279069767444,0.12744186046511627,False
M_Under30_145,M_Under30_240,M_Under30_227,0.06030150753768844,0.24120603015075376,False
M_Under30_240,M_Under30_226,M_Under30_240,0.021239877870702244,0.25965750696933493,False
M_Under30_226,M_Under30_226,M_Under30_227,0.23904267589388697,0.24961553248750482,False
M_Under30_226,M_Under30_145,M_Under30_227,0.0038446751249519417,0.24961553248750482,False
M_Under30_145,M_Under30_227,M_Under30_227,0.24120603015075376,0.24120603015075376,True
M_Under30_227,M_Under30_226,M_Under30_227Rx,0.03350148751778554,0.23752072529720958,False
M_Under30_226,M_Under30_227,M_Under30_227,0.24961553248750482,0.24961553248750482,True
M_Under30_227,M_Under30_145,M_Under30_227Rx,0.0005526745922555002,0.23752072529720958,False
M_Under30_145,M_Under30_145,M_Under30_227,0.06030150753768844,0.24120603015075376,False
M_Under30_145,M_Under30_226,M_Under30_227,0.19095477386934673,0.24120603015075376,False
M_Under30_226,M_Under30_226,M_Under30_227,0.23904267589388697,0.24961553248750482,False
M_Under30_226,M_Under30_214,M_Under30_227,0.012495194156093811,0.24961553248750482,False
M_Under30_214,M_Under30_228,M_Under30_163,0.01904761904761905,0.3634920634920635,False
M_Under30_228,M_Under30_228,M_Under30_228,0.582937522835221,0.582937522835221,True
M_Under30_228,M_Under30_227,M_Under30_228,0.1636828644501279,0.582937522835221,False
M_Under30_227,M_Under30_228,M_Under30_227Rx,0.0645806140567491,0.23752072529720958,False
M_Under30_228,M_Under30_228,M_Under30_228,0.582937522835221,0.582937522835221,True
M_Under30_228,M_Under30_228,M_Under30_228,0.582937522835221,0.582937522835221,True
M_Under30_228,M_Under30_227,M_Under30_228,0.1636828644501279,0.582937522835221,False
M_Under30_227,M_Under30_227,M_Under30_227Rx,0.19555273338742488,0.23752072529720958,False
M_Under30_227,M_Under30_228,M_Under30_227Rx,0.0645806140567491,0.23752072529720958,False
M_Under30_228,M_Under30_228,M_Under30_228,0.582937522835221,0.582937522835221,True
M_Under30_228,M_Under30_228,M_Under30_228,0.582937522835221,0.582937522835221,True
M_Under30_228,M_Under30_2000F,M_Under30_228,0.00018268176835951772,0.582937522835221,False
M_Under30_2000F,M_Under30_220,M_Under30_227,0.3076923076923077,0.46153846153846156,False
M_Under30_220,M_Under30_226,M_Under30_220,0.0075108709974963765,0.34721307155092895,False
M_Under30_226,M_Under30_243,M_Under30_227,0.037773933102652826,0.24961553248750482,False
M_Under30_243,M_Under30_227,M_Under30_243,0.12102071753410813,0.4360788276907529,False
M_Under30_227,M_Under30_228,M_Under30_227Rx,0.0645806140567491,0.23752072529720958,False
M_Under30_228,M_Under30_228,M_Under30_228,0.582937522835221,0.582937522835221,True
M_Under30_228,M_Under30_227,M_Under30_228,0.1636828644501279,0.582937522835221,False
M_Under30_227,M_Under30_227,M_Under30_227Rx,0.19555273338742488,0.23752072529720958,False
START_STATE,M_Under60_227,M_Under60_227,0.036955380577427824,0.036955380577427824,True
M_Under60_227,M_Under60_38,M_Under60_227Rx,0.0038603558241020477,0.24601699072998168,False
M_Under60_38,M_Under60_227,M_Under60_227,0.26229508196721313,0.26229508196721313,True
START_STATE,F_Under60_227,M_Under60_227,0.03480314960629921,0.036955380577427824,False
F_Under60_227,F_Under60_76645,F_Under60_227Rx,0.0007101246930817004,0.24607626017042994,False
F_Under60_76645,F_Under60_182,F_Under60_182,0.24358974358974358,0.24358974358974358,True
F_Under60_182,F_Under60_226,F_Under60_77052,0.09036309036309036,0.4258804258804259,False
F_Under60_226,F_Under60_182,F_Under60_227,0.031893302406494635,0.24103604909635643,False
F_Under60_182,F_Under60_226,F_Under60_77052,0.09036309036309036,0.4258804258804259,False
F_Under60_226,F_Under60_76645,F_Under60_227,0.00889146612544699,0.24103604909635643,False
F_Under60_76645,F_Under60_227,F_Under60_182,0.11858974358974358,0.24358974358974358,False
F_Under60_227,F_Under60_234,F_Under60_227Rx,0.01799383756198546,0.24607626017042994,False
F_Under60_234,F_Under60_235,F_Under60_234,0.010043369093814198,0.24275279616525908,False
F_Under60_235,F_Under60_227,F_Under60_233,0.07262569832402235,0.3727633390008906,False
F_Under60_227,F_Under60_99999,F_Under60_227Rx,0.0002407202349429493,0.24607626017042994,False
START_STATE,M_Under60_EMERG,M_Under60_227,0.0002099737532808399,0.036955380577427824,False
START_STATE,F_Under30_227,M_Under60_227,0.03283464566929134,0.036955380577427824,False
F_Under30_227,F_Under30_227,F_Under30_227Rx,0.19237018482160992,0.2396023740211676,False
F_Under30_227,F_Under30_227,F_Under30_227Rx,0.19237018482160992,0.2396023740211676,False
F_Under30_227,F_Under30_227,F_Under30_227Rx,0.19237018482160992,0.2396023740211676,False
F_Under30_227,F_Under30_227,F_Under30_227Rx,0.19237018482160992,0.2396023740211676,False
F_Under30_227,F_Under30_234,F_Under30_227Rx,0.01583056890754406,0.2396023740211676,False
F_Under30_234,F_Under30_174,F_Under30_234,0.0003729951510630362,0.24878776575904513,False
F_Under30_174,F_Under30_227,F_Under30_213,0.10424354243542436,0.35424354243542433,False
F_Under30_227,F_Under30_227,F_Under30_227Rx,0.19237018482160992,0.2396023740211676,False
START_STATE,F_Under60_228,M_Under60_227,0.007086614173228346,0.036955380577427824,False
F_Under60_228,F_Under60_235,F_Under60_228,0.007363372289400797,0.5650881578058502,False
F_Under60_235,F_Under60_233,F_Under60_233,0.3727633390008906,0.3727633390008906,True
F_Under60_233,F_Under60_233,F_Under60_233,0.4389960382416435,0.4389960382416435,True
F_Under60_233,F_Under60_231,F_Under60_233,0.0924489360187887,0.4389960382416435,False
F_Under60_231,F_Under60_182,F_Under60_233,0.0018263648816124194,0.2434283477920553,False
F_Under60_182,F_Under60_77052,F_Under60_77052,0.4258804258804259,0.4258804258804259,True
F_Under60_77052,F_Under60_233,F_Under60_182,0.014608695652173913,0.4459130434782609,False
F_Under60_233,F_Under60_235,F_Under60_233,0.11009892534339193,0.4389960382416435,False
F_Under60_235,F_Under60_235,F_Under60_233,0.19067282001457372,0.3727633390008906,False
F_Under60_235,F_Under60_231,F_Under60_233,0.09343373006234312,0.3727633390008906,False
F_Under60_231,F_Under60_227,F_Under60_233,0.1909855847628987,0.2434283477920553,False
F_Under60_227,F_Under60_228,F_Under60_227Rx,0.05732752395166338,0.24607626017042994,False
F_Under60_228,F_Under60_228,F_Under60_228,0.5650881578058502,0.5650881578058502,True
F_Under60_228,F_Under60_227,F_Under60_228,0.15648854961832062,0.5650881578058502,False
F_Under60_227,F_Under60_193,F_Under60_227Rx,0.0018535458090607095,0.24607626017042994,False
F_Under60_193,F_Under60_220,F_Under60_193,0.005420054200542005,0.3224932249322493,False
F_Under60_220,F_Under60_220,F_Under60_220,0.375,0.375,True
START_STATE,F_Under30_227,M_Under60_227,0.03283464566929134,0.036955380577427824,False
F_Under30_227,F_Under30_235,F_Under30_227Rx,0.010888452598560241,0.2396023740211676,False
F_Under30_235,F_Under30_233,F_Under30_233,0.36667231734192235,0.36667231734192235,True
F_Under30_233,F_Under30_36416,F_Under30_233,0.004940836648339119,0.43056224187295716,False
START_STATE,M_Over60_220,M_Under60_227,0.0007086614173228347,0.036955380577427824,False
M_Over60_220,M_Over60_227,M_Over60_220,0.15696969696969698,0.4084848484848485,False
M_Over60_227,M_Over60_227,M_Over60_227Rx,0.1992562145233901,0.2204606250407777,False
M_Over60_227,M_Over60_170,M_Over60_227Rx,0.013570822731128074,0.2204606250407777,False
M_Over60_170,M_Over60_170,M_Over60_170,0.2787096774193548,0.2787096774193548,True
M_Over60_170,M_Over60_227,M_Over60_170,0.26193548387096777,0.2787096774193548,False
M_Over60_227,M_Over60_196,M_Over60_227Rx,0.0016311085013375089,0.2204606250407777,False
M_Over60_196,M_Over60_233,M_Over60_196Rx,0.02459016393442623,0.19672131147540983,False
M_Over60_233,M_Over60_84443,M_Over60_233,0.0344016465745369,0.43830246006076645,False
START_STATE,F_Under30_D2331,M_Under60_227,0.00015748031496062991,0.036955380577427824,False
F_Under30_D2331,F_Under30_D2330,F_Under30_D2331,0.05389221556886228,0.2155688622754491,False
F_Under30_D2330,F_Under30_D1206,F_Under30_D2330,0.01020408163265306,0.19387755102040816,False
F_Under30_D1206,F_Under30_D4910,F_Under30_D0120,0.03195488721804511,0.2199248120300752,False
F_Under30_D4910,F_Under30_D0220,F_Under30_D0120,0.08708708708708708,0.1921921921921922,False
F_Under30_D0220,F_Under30_D0230,F_Under30_D0230,0.3096415327564895,0.3096415327564895,True
F_Under30_D0230,F_Under30_D2331,F_Under30_D0230,0.001201923076923077,0.24098557692307693,False
START_STATE,F_Under60_227,M_Under60_227,0.03480314960629921,0.036955380577427824,False
F_Under60_227,F_Under60_226,F_Under60_227Rx,0.03237687159982668,0.24607626017042994,False
START_STATE,M_Under60_D1351,M_Under60_227,0.00026246719160104987,0.036955380577427824,False
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D1351,M_Under60_D1351,0.5228070175438596,0.5228070175438596,True
M_Under60_D1351,M_Under60_D0120,M_Under60_D1351,0.07192982456140351,0.5228070175438596,False
M_Under60_D0120,M_Under60_D0274,M_Under60_D1110,0.12384378211716342,0.2515416238437821,False
M_Under60_D0274,M_Under60_D1110,M_Under60_D1110,0.2565415244596132,0.2565415244596132,True
M_Under60_D1110,M_Under60_D0120,M_Under60_D0120,0.3133874239350913,0.3133874239350913,True
M_Under60_D0120,M_Under60_D0272,M_Under60_D1110,0.05421377183967112,0.2515416238437821,False
M_Under60_D0272,M_Under60_D1120,M_Under60_D1120,0.2058139534883721,0.2058139534883721,True
M_Under60_D1120,M_Under60_D1208,M_Under60_D1208,0.29901960784313725,0.29901960784313725,True
M_Under60_D1208,M_Under60_D1203,M_Under60_D0120,0.0007564296520423601,0.2586989409984871,False
M_Under60_D1203,M_Under60_D1203,M_Under60_D1120,0.022222222222222223,0.2222222222222222,False
M_Under60_D1203,M_Under60_D1120,M_Under60_D1120,0.2222222222222222,0.2222222222222222,True
M_Under60_D1120,M_Under60_D0120,M_Under60_D1208,0.219187675070028,0.29901960784313725,False
M_Under60_D0120,M_Under60_D0272,M_Under60_D1110,0.05421377183967112,0.2515416238437821,False
M_Under60_D0272,M_Under60_D2393,M_Under60_D1120,0.0034883720930232558,0.2058139534883721,False
M_Under60_D2393,M_Under60_D0150,M_Under60_D2392,0.014285714285714285,0.17142857142857143,False
M_Under60_D0150,M_Under60_D0330,M_Under60_D0210,0.06184210526315789,0.1368421052631579,False
START_STATE,M_Under60_227,M_Under60_227,0.036955380577427824,0.036955380577427824,True
START_STATE,F_Under60_227,M_Under60_227,0.03480314960629921,0.036955380577427824,False
F_Under60_227,F_Under60_227,F_Under60_227Rx,0.18799046747869627,0.24607626017042994,False
F_Under60_227,F_Under60_227,F_Under60_227Rx,0.18799046747869627,0.24607626017042994,False
F_Under60_227,F_Under60_228,F_Under60_227Rx,0.05732752395166338,0.24607626017042994,False
F_Under60_228,F_Under60_228,F_Under60_228,0.5650881578058502,0.5650881578058502,True
F_Under60_228,F_Under60_234,F_Under60_228,0.0039181247044518,0.5650881578058502,False
F_Under60_234,F_Under60_206,F_Under60_234,0.07098835882218671,0.24275279616525908,False
F_Under60_206,F_Under60_231,F_Under60_206,0.021064830595132592,0.3143363555797941,False
F_Under60_231,F_Under60_84443,F_Under60_233,0.024264561998565,0.2434283477920553,False
F_Under60_84443,F_Under60_235,F_Under60_233,0.12637913741223672,0.4931461049816115,False
F_Under60_235,F_Under60_233,F_Under60_233,0.3727633390008906,0.3727633390008906,True
START_STATE,F_Under30_234,M_Under60_227,0.001889763779527559,0.036955380577427824,False
F_Under30_234,F_Under30_227,F_Under30_234,0.16237722242944175,0.24878776575904513,False
F_Under30_227,F_Under30_237,F_Under30_227Rx,0.014352447363076299,0.2396023740211676,False
F_Under30_237,F_Under30_200,F_Under30_227,0.02827340104309635,0.243755146856986,False
START_STATE,F_Under60_227,M_Under60_227,0.03480314960629921,0.036955380577427824,False
F_Under60_227,F_Under60_177,F_Under60_227Rx,0.0015165374801405806,0.24607626017042994,False
F_Under60_177,F_Under60_227,F_Under60_227,0.20454545454545456,0.20454545454545456,True
F_Under60_227,F_Under60_228,F_Under60_227Rx,0.05732752395166338,0.24607626017042994,False
F_Under60_228,F_Under60_228,F_Under60_228,0.5650881578058502,0.5650881578058502,True
F_Under60_228,F_Under60_228,F_Under60_228,0.5650881578058502,0.5650881578058502,True
F_Under60_228,F_Under60_227,F_Under60_228,0.15648854961832062,0.5650881578058502,False
F_Under60_227,F_Under60_228,F_Under60_227Rx,0.05732752395166338,0.24607626017042994,False
F_Under60_228,F_Under60_228,F_Under60_228,0.5650881578058502,0.5650881578058502,True
F_Under60_228,F_Under60_228,F_Under60_228,0.5650881578058502,0.5650881578058502,True
START_STATE,F_Under30_D0140,M_Under60_227,0.002020997375328084,0.036955380577427824,False
F_Under30_D0140,F_Under30_D0330,F_Under30_D0220,0.0453781512605042,0.3058823529411765,False
START_STATE,M_Under60_227,M_Under60_227,0.036955380577427824,0.036955380577427824,True
START_STATE,F_Under60_227,M_Under60_227,0.03480314960629921,0.036955380577427824,False
F_Under60_227,F_Under60_213,F_Under60_227Rx,0.01723556882191517,0.24607626017042994,False
F_Under60_213,F_Under60_97035,F_Under60_213,0.035189832861643615,0.6335771880173012,False
F_Under60_97035,F_Under60_226,F_Under60_213,0.004398826979472141,0.6334310850439883,False
F_Under60_226,F_Under60_97035,F_Under60_227,0.0006765245965014014,0.24103604909635643,False
F_Under60_97035,F_Under60_163,F_Under60_213,0.09188660801564028,0.6334310850439883,False
F_Under60_163,F_Under60_213,F_Under60_163,0.20726726726726727,0.2932132132132132,False
F_Under60_213,F_Under60_163,F_Under60_213,0.09013723500827682,0.6335771880173012,False
F_Under60_163,F_Under60_97035,F_Under60_163,0.011651651651651652,0.2932132132132132,False
F_Under60_97035,F_Under60_243,F_Under60_213,0.005376344086021506,0.6334310850439883,False
F_Under60_243,F_Under60_213,F_Under60_243,0.018061058028431602,0.45956653460731767,False
F_Under60_213,F_Under60_163,F_Under60_213,0.09013723500827682,0.6335771880173012,False
F_Under60_163,F_Under60_213,F_Under60_163,0.20726726726726727,0.2932132132132132,False
START_STATE,M_Under60_227,M_Under60_227,0.036955380577427824,0.036955380577427824,True
START_STATE,F_Under60_226,M_Under60_227,0.0026246719160104987,0.036955380577427824,False
F_Under60_226,F_Under60_179,F_Under60_227,0.0016429883057891177,0.24103604909635643,False
F_Under60_179,F_Under60_233,F_Under60_227,0.045572916666666664,0.16536458333333334,False
F_Under60_233,F_Under60_233,F_Under60_233,0.4389960382416435,0.4389960382416435,True
F_Under60_233,F_Under60_243,F_Under60_233,0.0032263421346048916,0.4389960382416435,False
F_Under60_243,F_Under60_179,F_Under60_243,0.003961780470752739,0.45956653460731767,False
F_Under60_179,F_Under60_227,F_Under60_227,0.16536458333333334,0.16536458333333334,True
F_Under60_227,F_Under60_231,F_Under60_227Rx,0.03407394925617448,0.24607626017042994,False
F_Under60_231,F_Under60_233,F_Under60_233,0.2434283477920553,0.2434283477920553,True
F_Under60_233,F_Under60_233,F_Under60_233,0.4389960382416435,0.4389960382416435,True
F_Under60_233,F_Under60_99285,F_Under60_233,0.001542001755509691,0.4389960382416435,False
START_STATE,M_Under30_228,M_Under60_227,0.006194225721784777,0.036955380577427824,False
M_Under30_228,M_Under30_227,M_Under30_228,0.1636828644501279,0.582937522835221,False
M_Under30_227,M_Under30_7,M_Under30_227Rx,0.003257252384144119,0.23752072529720958,False
M_Under30_7,M_Under30_228,M_Under30_7,0.19411764705882353,0.25,False
M_Under30_228,M_Under30_7,M_Under30_228,0.005480453050785532,0.582937522835221,False
M_Under30_7,M_Under30_228,M_Under30_7,0.19411764705882353,0.25,False
M_Under30_228,M_Under30_227,M_Under30_228,0.1636828644501279,0.582937522835221,False
M_Under30_227,M_Under30_228,M_Under30_227Rx,0.0645806140567491,0.23752072529720958,False
M_Under30_228,M_Under30_227,M_Under30_228,0.1636828644501279,0.582937522835221,False
M_Under30_227,M_Under30_226,M_Under30_227Rx,0.03350148751778554,0.23752072529720958,False
M_Under30_226,M_Under30_226,M_Under30_227,0.23904267589388697,0.24961553248750482,False
M_Under30_226,M_Under30_243,M_Under30_227,0.037773933102652826,0.24961553248750482,False
M_Under30_243,M_Under30_214,M_Under30_243,0.01225366346639717,0.4360788276907529,False
M_Under30_214,M_Under30_227,M_Under30_163,0.08253968253968254,0.3634920634920635,False
M_Under30_227,M_Under30_147,M_Under30_227Rx,0.00027045777918886186,0.23752072529720958,False
M_Under30_147,M_Under30_243,M_Under30_227,0.14814814814814814,0.25,False
M_Under30_243,M_Under30_226,M_Under30_243,0.04295098534613441,0.4360788276907529,False
M_Under30_226,M_Under30_171,M_Under30_227,0.0004805843906189927,0.24961553248750482,False
M_Under30_171,M_Under30_227,M_Under30_227,0.2705382436260623,0.2705382436260623,True
M_Under30_227,M_Under30_226,M_Under30_227Rx,0.03350148751778554,0.23752072529720958,False
M_Under30_226,M_Under30_220,M_Under30_227,0.00528642829680892,0.24961553248750482,False
M_Under30_220,M_Under30_227,M_Under30_220,0.21491632626169455,0.34721307155092895,False
M_Under30_227,M_Under30_243,M_Under30_227Rx,0.010888865370821134,0.23752072529720958,False
